text,y_true,y_pred,score,abs_score
"sweet ew! loved eager to be sucessful nice, but nutty! awesome (selena) luv ya",0,1,0.9983824604426558,0.9983824604426558
got it for my brother. shipped in a well amount of time and was well made. awesome! he enjoyed it,0,1,0.9983692090957677,0.9983692090957677
"an avid ge fan will enjoy this cd. as other reviewers noted d-light is highly underrated as it rocks with typical goldenearring intensity. the lyrics are generally right on and both singers are pretty damm good . the variety of songs is quite interesting . goldenearring was a progresive band so dont expect to hear the son of radar love on this cd , it takes a couple of listens to get the feel of the cd buts its worth it. the most underrated band in rock history who is still alive and well today , 2006.",0,1,0.9983285121280373,0.9983285121280373
this was one of those great purchase i did for my son since the day i got this unit he was so happy that made my day this a great piece for music thank you for doing what others company can't do great stuff great prices good job,0,1,0.9982976377717324,0.9982976377717324
i bought this for my induction cooktop and it works great. quick delivery--amazon is the best!!,0,1,0.9982660413928635,0.9982660413928635
"the standards being excellent! this is a warm, witty, and charming example of mystery writing. quill is no hard boil 40's type and neither are is three favorite companions, even if this one leaves them all a bit singed around the edges. this book is a fun and funny romp for the weekend armchair sleuth. as usual her characters are real, and human feline as the case may be. the setting is becoming more developed as each book progresses though a novice to the cat who series can jump right in and not get lost. well written, engaging plot entertaining characters, are combined well to create a comfortable place for any reader to climb in and enjoy a visit with old friends.",0,1,0.9982447463108449,0.9982447463108449
"lesley gore - a name closely associated with all wonderful memories of growing up. lesley has always been an underated artist both in england and australia. when i am asked ""lesley who?"" i simply play this complilation and, hey presto, another fan! an excellent compilation that shows all the love and care that has gone into its production. lesley has recently toured here in australia and is sounding better than ever. it is great to be able to play the golden oldies over and over knowing that, unlike the vinyl, the cd will not wear out. thank you for giving me the chance to share lesley's wonderful talents with an upcoming generation.",0,1,0.9981939423589012,0.9981939423589012
"this book takes you through the actual life events of someone suffering from fetal alcohol syndrome and how it affects family and friends. this amazing true story shows how a loving and caring mother attempts to raise her adopted son without the knowledge of his biological past. having known her son as a loving and compassionate human being, reading dr. norgard's book helped me understand the affects of fas.i would highly recommend that anyone read this book, whether or not you know someone suffering from this preventable brain damage.",0,1,0.9980957390392194,0.9980957390392194
"i really enjoyed reading this book. i adopted a daughter from the same orphanage in kazakhstan and it was so touching to read of a very similar experience, in print! i felt it was well written and a great read.",0,1,0.9979368718523288,0.9979368718523288
"not really good, not bad. interesting. downey's performance was excellent and heartbreaking. he amazes me with his versatility. he can be totally silly, like in friends and lovers, or utterly brilliant, like in restoration, which is a masterpiece, and everything in between. the man is a superb actor. he was definately the shining star in this one, although his part was small.",0,1,0.9978233963547882,0.9978233963547882
"this is a wonderful book. it is short but has an awesome plot and awesome twists and turns. i garuntee you'll love it as long as you like fantasy. if your more interested in books without evil wizards, a wizard school, spells, or certain halls for boys and certain halls for girls, i wouldn't read it. have fun!",0,1,0.9977137842186364,0.9977137842186364
i loved it it was so hard to put down i was so in love with the story tess gerritsen is amazing,0,1,0.9976436180408241,0.9976436180408241
"very shiny and durable not the best cut or clarity but a great bargin. make sure to clean bracelet when it arrives or wrist may break out from polish, if you have sensitive skin. my girl friend loves it for everyday wear.",0,1,0.9974663518205346,0.9974663518205346
i really enjoyed this book because it not only gives you actual pictures of women artists but also gives some history of women artists and there love for the art in the 1900's to the present. thank you madamme chinchilla for your wonderful book and giving credit to all the wonderful women artists we have.,0,1,0.9974428611293732,0.9974428611293732
"campaign mode:is the best of the game. the graphics are awesome, evenbetter of the own wow.the campaign explains to you many things of the warcraft universe.custom game:one downside the 4 races may seem unbalanced.you need experience in rts games to win a match,if you are new to rts games, be ready for a lot of defeats.",0,1,0.9974304297826243,0.9974304297826243
"first i saw the stage play then too long ago saw the movie.from the opening scene where our ""hero"" turns the page of the book on ""how to succeed in business"" you start smiling and think : oh yes! if only in real life it was so easy. then you are swept in our hero cunning andconiving ways to get to the top. love him or despise him,you are hooked.great songs,great sets,great film.loved it when he meets another ladder climbing opponent and the clever way he beats him,also the scene with the knitting is quite so over the top you cannot help yourself but love the guy. top marks. lfps my mark was for 5 stars.somehow it was saved with only one star.",0,1,0.9973851827384305,0.9973851827384305
"this movie is by far the best horror movie i have seen in a very long time! it is original, intense, and ultra gory!highly recommended!buy this movie, you won't regret it! ; )oops, i meant to give this movie 5 stars, not 2 stars!! duh!",0,1,0.9973752783071544,0.9973752783071544
"this book is great. if you read it you can begin to understand that there are actually hundreds of people out there just like you. fighting with addiction, family, and relationships. i read this book all the time because it relates so well with what me and my friends deal with all the time. this book is almost as addicting as marijuana! if you pick it up theres no putting it down! read it!",0,1,0.9973274808190432,0.9973274808190432
this is a great book - story gives a different slant on the tv portrayal of the characters - but a great read,0,1,0.9972592017716724,0.9972592017716724
"excellent album. it is the ultimate lettermen record made. the cd is clear, you can hear all of the nuances in the harmony that made them so great.",0,1,0.9972302414177268,0.9972302414177268
"exactly what i wanted, will reorder when i run out. came fresh and makes the best tea. thank you very much..",0,1,0.9972192368852704,0.9972192368852704
"this is a great book! i was thrilled to find it at my library, because everyone told me that i should read it. this unique story shows how the march sisters deal with problems together. (i have two sisters, so i can relate to that). the four girls, meg, jo, beth, and amy, form a tight bond as they deal with frienships, money, marriages, and much more, during the civil war, when their father is away. when their mother, ""marmee"" goes to help their sick father, they struggle to find any help for amy, who is dreadfully ill with the scarlet fever. this, and many more problems fill their lives, and they learn to live a better life as they mature and grow strong within each other. this is a wonderful classic, and i encourage you to read the book,watch the movie, or listen to the cassete (of which i have done all three!).",0,1,0.9971564543582407,0.9971564543582407
"here's a great solution for the bleach debate - oxyclean or oxobrite (latter is trader joe's brand). it's non-toxic and safe for the environment and i would surmise a safer alternative to bleach for hummingbird feeders, yet, works like a charm. hydrogen peroxide works well too, but the foaming action of these products helps a bit. these products loosen that muck around the ports, but you really need a droll yankee port brush (great product!) or a toothbrush to really get rid of that black gunk. it's not possible to get at the inside of the ports with this feeder and that worries me. the saucer type feeders are by far the easiest to clean thoroughly. i have eight saucer feeders so i need easy to clean as my 1 priority. this one will be a spare for when i go on a trip and need to stretch my visiting hummers' nectar needs beyond 2 days.",0,1,0.9969707419746571,0.9969707419746571
"i had read a book about the french and indian war, one about the revolution and also the recent best seller,1776. i found the war that forged a nation an excellant addition to my understanding of this important period in american history. i would highly recommend it. very readable.",0,1,0.9968430697163209,0.9968430697163209
"not a good book for students either, but a very good one if you need to brush up on something you have been using for a long time. the language is kinda not easy to understand, not enough solved examples to explain.",0,1,0.9968138034917015,0.9968138034917015
i loved this book because it was funny and the pranks were good! i recommend this book to any one. :),0,1,0.9967361822157875,0.9967361822157875
the book is for anybody that ever wanted a vespa - peter conveyed what vespa owners feel - the bike isn't perfect and life isn't either. it's easy to read - chatty and a good simple travelog - enjoyed it more because i owe a old vespa but anyone can enjoy the travelog.,0,1,0.9967211064450623,0.9967211064450623
just what my son wanted. the color was fabulous. he loves cooking in it. he thought it was so easy.,0,1,0.9967185053924643,0.9967185053924643
"this is not a great cd. i much prefer twin trees and the glinting spade. if you can find it, the in gowan ring compendium 1994-2000 is quite good. a mix of many songs old, new, very bizzare live performances. love charms was their very first album and they have since found the true and beautiful magic within...",0,1,0.9967145081221984,0.9967145081221984
"fans of the book of three--rejoice! alexander presents us with 6 short stories set in prydain (part wales, part middle earth), before the actual triolgy begins. we pre-meet some old friends, which is always fun. some of the tales are grim while others are whimsical, but all are woven with alexander's skillful charm into a tapestry of myth, sorcery and dreams of valor.as the author explains: ""popular demand makes a splendid pretext for a writer to do what he always wanted to do in the first place...inspired by welsh legend..."" a delightful read for friends of taran and co.-- an excellent introduction to children of all ages who have yet to meet the friends.",0,1,0.996691166647284,0.996691166647284
"if you love auburn, particularly auburn football, this book is for you. rob gives you the positive inside view of a great tradition as told by a young man with great talent. once i started reading i could not put it down. this book is a great read for auburn lovers.",0,1,0.9966192935660615,0.9966192935660615
"the coleman road trip grill lxe is a great product- i would highly recommend it for camping, tailgaiting whatever it does the job. i purchased the large griddle also for it and it works like a champ.i don't think you will be disappointed. it packs up nice and is easy to move around.",0,1,0.9965901069158697,0.9965901069158697
"we all know the basics of this movie: genius goes crazy, has a lot of trouble, but love of a good movie brings him back to some semblence of normality. i believe that if i had not heard how much i was going to love love love this movie, i would have liked it better.it's a fine movie, but not up to some of crow's other films (i'm thinking of la confidential or romper stomper). jennifer connelly has yet to do a bad job in my book. ed harris is always good, and does not disappoint.the reason i give two stars is that it seems a little too self-consciously epic and sweeping, and leaves me wanting to still know more about the life these people lived. but the story is a good one, and all the actors do a good job.all in all, a good little movie for a sunday afternoon.",0,1,0.9965766060316338,0.9965766060316338
"each song on the cd, love, hope, and faith tells a story. when you listen to the cd you can tell that chris burgan put a lot of compassion, heart, and time in creating it. this allows the listener to really understand the meaning of every word. i love a cd that can teach you about love and life. i love this cd.",0,1,0.996533634902625,0.996533634902625
"""i am a pencil"" by sam swope is a great story about a gifted teacher from new york who helps kids of various ethnicities learn to write different types of poetry. he takes on a huge reponsibility by helping these struggling children learn to progress in their poetry writing skills.this book was one of the best books that i've ever read. it provided me with a lot of insight on how many schools in new york operate and what they teach. i loved how swope not only worked hard to help these kids at school, but he took them to places they've never been before and showed them that there's life outside of new york city. i would reccomend this book to someone who is a teacher because it is very inspirational and will help you become a more caring and creative educator.",0,1,0.9964801267555513,0.9964801267555513
great price. good quality. timely shipping. wish they had more in different colors.chuck s.,0,1,0.9964406560733653,0.9964406560733653
it was a good book and i enjoyed the perspective. a good read for anyone doing social reserach! i would reccomend it!,0,1,0.9964294577675737,0.9964294577675737
i purchased this dvd for my 22month and she loves this video. she watches in our vehicle on the way to daycare or where ever we go and she is mesmerized. she can now say all her letter and the sounds of the letters because of watching this video!! thank you leap frog for this great video.. would highly recommend.,0,1,0.9964145118503016,0.9964145118503016
"it is a great product!, i love everything about it except the fact that it last no more than a week!, it washes out very quickly, i want something that will stay in my hair longer. it could be the color, because red always washes out fast. besides that i loved it, great smell, it leaves your hair feeling incredible, it's good for your hair unlike the other hair coloring products.",0,1,0.9964122808881077,0.9964122808881077
it was great i loved the book it was sooo real i felt like i was there and that it actually happen it was a great book i recommend it. :),0,1,0.9963810671962887,0.9963810671962887
"this, as a whole is not really my cuppa tea.however, i bought the album to get my hands on the last track of cd1 - max brennan's 1300 milliseconds of brass. this is a superb tune, and one that deserves to be part of a much more interesting and experimental compilation. the tune uses fantastic synthetic beats, great jazz-style keyboards, awsome bass lines, and when the second half kicks in...the mind-blowing brass!!!!",0,1,0.9963748046439674,0.9963748046439674
"i've been trying for a long time to locate miniature playing cards. it's impossible to find them anywhere. one day i decided to try amazon, and was very pleased to find the ones i ordered. it was very easy to order, and exactly what i was looking for. they arrived very quickly, even though it was during the holidays when everything is busier than normal. needless-to-say, i am thrilled with amazon as they never let me down. the product is excellent, and the service terrific!",0,1,0.9963093862759236,0.9963093862759236
i think the book my side of the mountain was a very good book and i enjoyed it very much.the book had alot of action and frightining situations.the book was a very good survival story and i recommend it to anyone who likes survival stories.,0,1,0.9963045240468859,0.9963045240468859
"i liked c.s. lewis's the magician's nephew because of how he explained the characters and made the places they go to come alive. the way c.s. lewis used magic in this book was amazing. i enjoyed how he made the animals magically talk in the story. i think what they had to say was interesting. the two main characters, digory and his neighbor polly, go on an amazing adventure from earth to charn to narnia and back to earth again. charn is a sick and dying world. narnia is a beautiful grassy country. digory's uncle andrew is a crazy old guy who thinks' he is a magician and sends polly vanishing into to a different world. then digory, fuming with anger, goes after her and this is where the adventure begins. i would recommend this book to my mom because it's a great adventure book and i think she would enjoy it.",0,1,0.9962973582968936,0.9962973582968936
very pleased with product. i have 5 computers in my house networked through this router and the computers can be anywhere inside the house or in any part of our 2 acre lot and still receive an excellent signal. highly recommend for a large home or office.,0,1,0.9962385462223377,0.9962385462223377
kottke is always an amazing guitarist to listen to. this video is laid back and comfortable to watch and is a guitar lovers musical feast. enjoy it!,0,1,0.9961305055179197,0.9961305055179197
i'm a 57yo female with medium size hands. i love having all the different colors and strength. i've recently started martial arts and firearm safety classes. my firearm instuction mentioned i need to strengthen my trigger finger. this is an excellent way to do that. smooth transaction. glad i purchased.,0,1,0.9961271952078786,0.9961271952078786
"i've had this case for about a week and the zipper is already broken. it's nice and compact and fits my drive perfectly, and i love the color, i just wish the quality held up.",0,1,0.996074636113967,0.996074636113967
it was sooooooooo funny in this movie...lol.....stiffler went to a gay bar and thought he was gonna meet a hot girl and met a guy.....and the dancing scene was the greatest....i love all those 80s songs.......bear was actually pretty cool...and danced good too.....i didnt see the rest but there was a lot of good dancing....stiffler is pretty cool sometimes....so go out and see it if you havent yo!!!!!!! straight up funny hilarious great great super greta movie!!!!!!!!!,0,1,0.996033084718361,0.996033084718361
"i saw this movie many time when i was a young girl and was captivated by the entire array of actors, music, sets, costumes - you name it! i had a vinyl recording of the soundtrack and knew each and every lyric by heart - still do in fact! what a thrill for me to discover this wonderful film on dvd all these years later and be able to enjoy it with the same pleasure and relish i felt years ago. my adolescent crush on james shigeta was instantly revived in my first viewing. i highly recommend this movie to anyone who is a broadway musical enthusiast.",0,1,0.9959528086541918,0.9959528086541918
"this is one of my favorite films of all time. you find yourself mesmerized, and then asking yourself questions afterward. the performances are special, and from the heart. the cinematography is superb, wait for the letterbox version. when letterbox arrives, give it to all of your best friends ""before it's all over...""",0,1,0.9958734579497952,0.9958734579497952
"being a huge melissa fan myself, it was a given that i would get this the minute it came out. but even aside from that, i loved the book. it gave a very intimate view into melissa's art and the world of music, and the way she has dealt with the various trials in her life. i admire her greatly, not only for her music, but for her candor and committment. i highly recommend this book! love you melissa!",0,1,0.9958633760955754,0.9958633760955754
"verghese's journey through his early medical career in tennessee ripples with his struggle for self-knowledge, a growing awareness of his vocation as an infectious disease specialist, and a deep, abiding love of nature. his humanity shines through in every patient he meets, and we come to love them all as colorful formats of human beings. his detailed description of the rolling mountains of tennessee helps to convey why he came to call a place his home--and the people there, his people.",0,1,0.9958573651240383,0.9958573651240383
"my wife tried for several years to get me to read this series. ""sissy books"", i'd cry. i bless the day when i finally succumbed to her charms and read the books by jan karon. i have read them once, retired, and started re-reading them again. i laughed, i shed a few tears (that's hard for a retired police officer to say)and i had some very important lessons in life re-emphasized. i saw in father tim a man after god's own heart, and it makes me want to be that kind of man. i highly recommend in this mountain as well as the entire series.",0,1,0.9957850529834323,0.9957850529834323
"leann has a fabulous voice and does a technically great job, but heart spirit something seems to be missing. if you love the old classics, this is for you. i prefer her newer stuff, and big deal while good can not carry the album.",0,1,0.9956989033833484,0.9956989033833484
i love this cd so much it is so much better than the other ones the other cds would have gotten one star. you are such a awesome band like for my grandma. i love your music only if i'm so drunk i can't hear it anyways. my favorite song is a whole lot of love that song rocks except i was drunk then too.,0,1,0.9956831541497678,0.9956831541497678
"so everyone who told me to read this for years was right: this is ""the"" epic and definitive account of their birth and wanton tales of wandering in the 70s. thanks to aram for seconding the recommendation, and lending me it so i could read it at last. i liked the personal warmth between the band members, or at least most of them. i also love getting a sense of just what drove such incredible innovation and energy. it's inspiring to me and makes me want to jam. get my very own bonzo set of classic hard rock drums. while it's not especially enriching, it sure was fun vicarious living. grade: c .",0,1,0.9956511813270327,0.9956511813270327
"shoes look great, fit perfectly and are very comfortable to wear. have turned out to be my favourite pair of shoes this season.",0,1,0.9956097794092651,0.9956097794092651
we really like this timer. it is exactly what we were looking for. it is so easy to program and also change the program when necessary. plus the price was right. hope you keep this timer around for a long time for when we need another one.,0,1,0.995571407408755,0.995571407408755
i have enjoyed this disc many times in my car and would recommend it to anywone who enjoys the cool jazz style of the artist. thank you.,0,1,0.9955492826567904,0.9955492826567904
the dvd was in perfect condition. it was not as funny as friday but was fun to watch.friday was the best when they sat around the hood. friday after next was better than next friday.but it was good to see all three.,0,1,0.9955125441938809,0.9955125441938809
"this is a good place to start if you're in any way interested in romanian culture as creanga and eminescu are romanian cultural legends. as usual, though the translations are good, the originals are always best, as you would know if you've read works by any great translated writer.creanga specialised in stories for children but these stories are also allegorical, so subtle that children don't notice but adults will. i remember his stories firing up my imagination and i have a purse with two coins.eminescu is, in my opinion, the greatest of the romantics because he had so much more to say and today he is more or less ignored by the west. if you go to visit his home there will be no one there but the guide because romanians are not aware that tourism can be their greatest strength.",0,1,0.9955120053780607,0.9955120053780607
"good copy and notes on the classic work.shows the views of interesting minds, with thorough study. i really enjoyed.",0,1,0.9953998374296723,0.9953998374296723
this was a great book to read. i had a hard time putting it down! can not wait to read the next one!,0,1,0.9953708544240345,0.9953708544240345
"these two cables are just what i needed, except that neither of them works! for the price i have no complaint, it will be just a write off. the service was great, i received them in only a few days, but neither one works. i still can not connect my portable drives. i should have listened to other puchasers who said they will not work.",0,1,0.9953493666325465,0.9953493666325465
excellent book for challenging the way you think about what the church is and how our actions impact on the world around us.,0,1,0.9952305359316683,0.9952305359316683
i like very much this record. maestro mauriat's recordings are superb. i would like to reccommend this album is magnificent!!!,0,1,0.9952214118436319,0.9952214118436319
"i absolutely love this movie... and i loved the music in it, but they left the best stuff out. i love olivia's songs, but there is no tammy wynette at all. and the quoted lines are good, but not the best. the sometimes tend toward the melancholy and the unmemorable... it's like they waited for the line after the big laugh line and included it. buy the dvd when it comes out and tammy wynette's greatest hits and you'll be much more pleased.",0,1,0.995105498503151,0.995105498503151
this is one of my favorite movies because it is the first time anyone goes super sayin. also goku is my favorite charecter. this movies has one of the best battles besideds the batle against buu and veggeto. this movie has good quailty and good sound.,0,1,0.995100357678088,0.995100357678088
"i've read lots of books and criticism on anne bronte's works, and i still learned new things reading elizabeth langland's book. new ideas are presented, and all the information is very interesting, new or not. she also brings to light ideas regarding the importance of bronte's work and what it says. lots of people haven't ever heard of anne bronte, and she deserves so much more recognition for her wonderful works. i enjoyed this book very much.",0,1,0.9950596479273588,0.9950596479273588
"i bought this album, not really knowing much about flc. i had heard them play their version of ""we have all the time in the world"", and thought it was excellent. but this album is not. i'm only ginving it 2 stars because of the one excellent track, ""we are all very worried about you"" . . .",0,1,0.9950112464609183,0.9950112464609183
this book is a riveting tale of suspense and adventure. the ending made me cry. beautiful!,0,1,0.9949360668759205,0.9949360668759205
"the best chapters of 'the secret lives of alexandra david-neel:'owe much to alexandra's own account of her journey to lhasa. her own books are wonderful to read, all of them , but in particular her 'my journey to lhasa' beacon press republished it as a paperback in 1993, isbn 0-8070-5903-xi can guarantee you will have a most enjoyable read.",0,1,0.994909962417693,0.994909962417693
in my earlier years i enjoyed having this album in my collection. i have been replacing all my music with cd quality recordings. i was pleased to find the whole album as i enjoyed it all.,0,1,0.9948593120533975,0.9948593120533975
i really like this radio. i purchased it to listen to my ipod in the kitchen. it has a really good sound and it is so easy to use. it fits all 3 of our family's ipods because of the different docking choices. i like the remote however i wish you could control the ipod panel with it. all you can do with the remote is go forward and back and adjust the volume - you can't navigate using the menu on your ipod. i think it is a great purchase for the money.,0,1,0.9948309741140151,0.9948309741140151
"this is a good product ... solid metal construction. relatively easy to install, but in the box, foscam has provided a wall ceiling installation kit.",0,1,0.9946819010856027,0.9946819010856027
"this is a wonderful dvd put out by bill gaither featuring the gaither vocal band and ernie haase and signature sound. they are magical together. there is a unique blend of all their voices that is so great. the choice of songs on this dvd was spectacular, but i think the greatest one, if i had to pick just one, was ""sitting at the feet of jesus."" i have many of the bill gaither vhs tapes and dvd's and although i don't have some of the older ones, i have not heard this particular song sung on any of them before. it has always been one of my very favorites. but this pairing of the two groups was nothing but inspirational on bill's part to do this.",0,1,0.9944803797472899,0.9944803797472899
"repin's performance of these 2 concertos is excellent. he captures the mood and technical difficulties superbly, however, gergiev tempos are much too fast in the tchaikovsky, which lessens the beauty of this work and forces repin to play too fast. i just could not savor the music and the phrasing. much of the nuances get lost, and it does not add to the drama as you might expect a fast tempo to do. philips recording has a problem with balance. repin's violin is much too loud compared to the orchestra which lessens the impact of the crescendos. the myaskovsky concerto is good, but i would agree with one review that recommended oistrakh performance (available on classica d'oro 9006 or 2010 or pearl 9295) or get grubert's performance on naxos (asin: b0000djem3). for the tchaikovsky, i highly recommend the milstein abbado recording on decca 460619, which captures the phrasing, poetry, beauty and drama of the tchaikovsky.",0,1,0.9944181567838205,0.9944181567838205
"easy on, easy off and comfortable too! can wear outside or in and a great price to ""boot."" no pun intended!",0,1,0.994403003662183,0.994403003662183
"the book open my eyes more about this great organzation, that i glad to be a part of",0,1,0.994323917881748,0.994323917881748
"aside from the cover being my favorite kiss album cover ever, creatures of the night is 1 of my least favorites from kiss. don't get me wrong, the title track is a great opener and it definitely rocks! but the high points for me are ""i love it loud"" ""i still love you"" my favorite from creatures ""killer""even though i only give creatures 2 stars, i still recommend it.",0,1,0.9943161197448002,0.9943161197448002
